"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PRKAR2B",28.3911186726506,-0.410679576683787,0.306979351336094,-1.33780847114423,0.180958879734249,0.7097489868261
"PSPC1",42.9073104507621,-0.365321158099364,0.272759678722749,-1.33935176859737,0.180456183053962,0.7097489868261
"RPL41P2",2.76734581801619,-1.34768361010877,1.00547673489192,-1.340342907341,0.180133887896565,0.7097489868261
"RPSA",126.401878835852,0.26305820513001,0.196385393949793,1.33949984690441,0.180408004251744,0.7097489868261
"SEL1L",74.9571492282658,-0.300101433406943,0.223838902954998,-1.34070275294048,0.180016980402657,0.7097489868261
"SENP7",10.153325875242,-0.812098314182353,0.607400098720478,-1.33700721467297,0.181220281847097,0.7097489868261
"SESN2",78.8299371174371,-0.274434215617719,0.204710520203799,-1.34059654259344,0.180051480406743,0.7097489868261
"SNX30",4.12321839697686,-1.13923158234909,0.852557026068505,-1.33625264646819,0.18146670853863,0.7097489868261
"TMEM229B",2.82878511907279,1.61838674816625,1.21119514776027,1.33618992047562,0.181487204767353,0.7097489868261
"ZNF823",3.66111037206485,-1.3006081737754,0.970341717039336,-1.34036097895879,0.180128015401416,0.7097489868261
"AREL1",35.9647247338156,0.381075379661543,0.285416155474702,1.33515700618888,0.181824965033636,0.709902088304628
"GCH1",21.0288831630257,0.513679169029682,0.384684831307742,1.33532473137405,0.181770087645122,0.709902088304628
"RPLP1",3503.95815627471,-0.223330495816658,0.167332818679433,-1.33464850218355,0.181991415716481,0.709948347569019
"SSBP4",98.1052909281862,0.298495448251949,0.223665262076084,1.33456329105952,0.182019319273908,0.709948347569019
"WDR44",6.38752583010875,-0.817635727147785,0.612605051665859,-1.33468655690054,0.181978955199734,0.709948347569019
"FLYWCH1",17.1985706730865,-0.534065410534791,0.400315401831192,-1.33411157325393,0.182167293501914,0.710050873469385
"PCMTD2",13.1703531338086,0.604250124701848,0.452919395089823,1.33412287319251,0.182163590767584,0.710050873469385
"DENND4B",41.5989292824474,0.407638081519731,0.305609678890721,1.33385200036643,0.182252365036475,0.710145275450971
"LEO1",62.9370449704979,0.333302819453469,0.249997394107955,1.33322517477738,0.182457920195645,0.710708921456334
"ARHGAP35",111.297136260385,-0.307822484037744,0.231282689296816,-1.3309361153385,0.183210032520359,0.713400426931128
"LAT2",10.3527275767207,-0.64867840520453,0.487472940888358,-1.33069623110238,0.183288983666921,0.713469792992983
"LINC00960",3.28044652144939,1.32410905507826,0.995235994851628,1.33044731292668,0.183370934728567,0.713550786356243
"PRRC2C",502.123050873295,0.318133065953728,0.239161113056641,1.33020398629097,0.183451071130175,0.713624666696381
"ENPP1",90.7582081259454,-0.288373967336124,0.216893328946909,-1.32956586879033,0.183661349902324,0.71410891098599
"ZMYND8",211.627046581557,-0.26111262896567,0.196405783375929,-1.32945488914595,0.183697939227073,0.71410891098599
"ATG4C",32.2601554507599,-0.395881988382817,0.297845132498124,-1.3291537956737,0.183797235137727,0.71425698769806
"AC093838.4",33.3023502336038,0.43876503898693,0.330168503727776,1.3289124614645,0.183876852075299,0.714328516550847
"RAB3B",176.52333136973,-0.333693881057829,0.25117200415807,-1.32854727252097,0.18399737765319,0.714332098634123
"RNY5",5.0812024347702,1.13552677040955,0.854718602206389,1.32853873482837,0.184000196100615,0.714332098634123
"KLHDC2",59.3763304608934,-0.318672989968553,0.2399748447795,-1.32794331114732,0.184196835142269,0.714382541080184
"LIMD1",19.496083101417,0.502055504184351,0.378063858109693,1.32796482238375,0.184189728335187,0.714382541080184
"MLF2",227.111491837121,-0.239075021550479,0.180027350650488,-1.32799277824528,0.184180492678746,0.714382541080184
"FAM131B",3.7810313386754,-1.06094470764795,0.799138670178308,-1.327610272459,0.184306889203504,0.714571892692655
"POLD3",51.8426407485341,0.408729656017348,0.308053043133681,1.32681583619344,0.184569610611301,0.714877980694951
"RNPC3",20.7887609741656,0.544804598665192,0.410500013369423,1.3271731569346,0.184451409764687,0.714877980694951
"UBE2SP2",2.3625215820513,1.92154052675549,1.44809314973697,1.32694538821934,0.184526748634414,0.714877980694951
"FNBP1",152.969904617501,0.221004546576004,0.16667187673487,1.3259858285964,0.184844391479983,0.715704727462311
"ANKRD46",14.4289848004143,0.610744077517722,0.461149525406288,1.32439489551602,0.185371928976017,0.716006946131062
"ARFIP1",31.0753724709136,-0.408832251872032,0.308722655128709,-1.32427032833592,0.185413281166073,0.716006946131062
"KBTBD6",35.976894042067,0.427355638219644,0.322521944418429,1.32504359971614,0.185156690855412,0.716006946131062
"LINC00173",12.5807470548901,0.664740256603032,0.501780893554956,1.32476199301564,0.185250104400617,0.716006946131062
"MEF2A",41.7570431038745,-0.361587666396463,0.272939036689951,-1.32479278443125,0.185239888687672,0.716006946131062
"MTRF1",19.0294185876313,0.534623642780329,0.403380906063309,1.32535683951392,0.18505282503646,0.716006946131062
"SFXN3",19.6667334638485,-0.496824291955732,0.375118226596674,-1.32444721884953,0.185354561391706,0.716006946131062
"SNAP25",10.4690209426088,-0.664091606114419,0.501046927649729,-1.3254079996648,0.185035865160882,0.716006946131062
"LNX2",30.1502046583119,0.425533421469133,0.321451119827206,1.3237888911318,0.185573166557731,0.716215261210987
"ZMIZ2",76.0632728949328,-0.264038203195493,0.199464048833338,-1.32373831143932,0.185589970000173,0.716215261210987
"CCNDBP1",38.5500601839412,0.38881087775754,0.293955052722772,1.32268819384515,0.185939091310967,0.716833700502236
"CHMP4A",7.03476564638311,0.937995370733235,0.709103661042048,1.32279019594233,0.185905158496232,0.716833700502236
"LSM1",72.9374211292151,0.278844546851636,0.210873196073872,1.32233281442726,0.186057350370289,0.716833700502236
"ODF2L",14.5566682343427,0.647581860837382,0.489684199912955,1.32244793879912,0.186019034524759,0.716833700502236
"XYLT2",25.1607246860697,0.496454870908026,0.375393333705421,1.32249250674655,0.186004202927786,0.716833700502236
"CTC-444N24.8",7.60391855292674,-0.825171936708012,0.624562576930289,-1.32119977595154,0.186434761014796,0.717340475121222
"EIF3D",585.346734217046,-0.148987059372362,0.1127560274829,-1.32132235143666,0.186393904336395,0.717340475121222
"MED15",119.734937879645,0.310338767347906,0.234868313755259,1.32133092960036,0.186391045323362,0.717340475121222
"PRPS2",93.5984184236147,-0.279323665807058,0.211355598909784,-1.32158157743569,0.18630752130448,0.717340475121222
"MCM3AP-AS1",11.9938505434335,0.693811640745344,0.525404002904847,1.32052979594637,0.18665819469537,0.717963458172368
"ZWILCH",215.9661199994,-0.220937317177751,0.167334895927788,-1.32033020340895,0.186724795651389,0.717982986903364
"UBA1",207.10654770386,-0.191740680130512,0.145285822850553,-1.31974804126446,0.186919154468471,0.718493587828412
"CHTF18",32.2819189615445,0.446730190757482,0.338609342850179,1.31930851936103,0.187065990827831,0.718821242331508
"BZW2",229.162272438278,-0.181822737276577,0.137862168855216,-1.3188733267901,0.187211464750725,0.718956161666874
"TBC1D9B",56.142098073432,0.312891932637302,0.237248752370907,1.31883489169265,0.187224316650011,0.718956161666874
"TRIM16L",27.0886667262885,-0.43345448614196,0.328985414554712,-1.31754924980078,0.187654584073223,0.720371380307405
"KANK2",62.1162551484301,-0.314578608654065,0.238815637183972,-1.317244600745,0.18775664824986,0.720526170692493
"DIXDC1",14.7826009499754,0.638740525345314,0.485042432078284,1.31687556201727,0.187880339261511,0.720763826161025
"ZBTB42",5.35412954991318,1.00368538350812,0.762785379403587,1.31581623168091,0.188235729927102,0.721889900837752
"FAM120AOS",67.8674053218002,0.324222218889449,0.246514371372561,1.31522643927095,0.188433811928486,0.722241847989367
"snoU13",27.7804729883192,0.444340129837916,0.337856418226654,1.31517445242028,0.188451279102624,0.722241847989367
"PRRC2A",25.4415676012154,-0.447620114752225,0.340398195660543,-1.31498968108106,0.18851337048962,0.72224262429871
"ATXN1L",7.20137746826206,0.822280974751691,0.625598466980652,1.31439096825204,0.188714668288725,0.722328363690872
"CKAP5",134.410612775096,-0.265729475026065,0.202228987637656,-1.3140028940964,0.188845230301701,0.722328363690872
"IQCG",3.70536475202444,1.20815123146573,0.919190386758411,1.31436451998411,0.188723564316785,0.722328363690872
"NHS",52.9470329087356,0.394579954043851,0.300285191123295,1.31401735985655,0.188840362308257,0.722328363690872
"RAPGEF1",92.9048273623155,0.244960887022185,0.186387283595034,1.31425750886747,0.188759561282501,0.722328363690872
"NOC3L",156.152593577073,-0.207917428072871,0.158304548658576,-1.31340147730877,0.189047699977531,0.722865877699145
"PDXK",101.860235976502,-0.251749608649767,0.191706937237542,-1.31320030603706,0.189115460900801,0.722885641325655
"RASA2",46.6672372334855,-0.326987072377705,0.249068212591896,-1.31284144602379,0.189236380894531,0.722885641325655
"SETD1B",31.3967568872794,-0.408392488426566,0.311076886365415,-1.31283456382174,0.189238700449861,0.722885641325655
"ACTR1A",117.045741084101,0.228069059976518,0.173936765052466,1.31121824593969,0.189784039663427,0.723452508579975
"C18orf8",20.2992471245011,0.53776938939894,0.409986772519144,1.31167497452331,0.189629824027948,0.723452508579975
"CES3",4.64463566938853,-0.967912884244852,0.738335489768702,-1.31093912951153,0.189878329554759,0.723452508579975
"ERCC3",87.4654834357712,-0.278600011653773,0.212411512308991,-1.311605047322,0.189653429147244,0.723452508579975
"IFT74",31.3755463616891,0.42579452063893,0.324848760049777,1.31074694751393,0.189943271696075,0.723452508579975
"NDUFB10",270.120636275777,-0.18636905733631,0.142159802588882,-1.31098280908055,0.189863571636342,0.723452508579975
"NUDT4",11.524889930253,-0.653399077144125,0.498417520593464,-1.31094724833534,0.189875586401954,0.723452508579975
"RP11-443B20.1",7.84225198829578,0.824357887092139,0.62892472000254,1.31074174837461,0.189945028816542,0.723452508579975
"SURF6",140.576217535539,-0.272138145999454,0.207511920581381,-1.31143379733083,0.189711246645986,0.723452508579975
"SOGA2",33.6938131023882,0.382723905328271,0.292096512540743,1.31026523390924,0.190106124264562,0.723829843447776
"MTERFD2",34.0295241850817,0.397205090984003,0.303239869959262,1.30987093167321,0.190239502260644,0.724101432283666
"ARMC9",17.4467423286076,0.58920028166976,0.45066977000614,1.30738807189516,0.191080946337582,0.724302293702044
"CWF19L2",63.8350707627933,0.410577978502403,0.313555619993716,1.30942631010929,0.190389984098822,0.724302293702044
"CYP27B1",4.28509373907107,1.14783141551812,0.87835602018823,1.30679518229083,0.191282281826124,0.724302293702044
"DENND4A",33.1005037650768,0.458511111455406,0.350512197042897,1.30811742165792,0.190833485226925,0.724302293702044
"FBXL4",19.3959741224587,-0.592019375018848,0.453121447362442,-1.30653576091998,0.191370426102496,0.724302293702044
"GNL3",117.221485569295,0.243120197576865,0.186114919111968,1.30629075163288,0.19145370098452,0.724302293702044
"LIG3",47.2392831180725,-0.331387276087166,0.253486024733092,-1.30731970899027,0.191104153289871,0.724302293702044
"LIX1L",66.3564713837056,-0.301827439781337,0.230771365375588,-1.30790680763232,0.190904920230718,0.724302293702044
"MAGOH",148.33990212781,-0.332854237298451,0.254618967889693,-1.30726410548743,0.191123030375428,0.724302293702044
"MINOS1",90.6688742104015,-0.260047191342525,0.198963760983201,-1.3070078192002,0.191210055909125,0.724302293702044
"MYB",3.09429557714877,1.35850105425151,1.0375848382918,1.30929154331905,0.190435613125017,0.724302293702044
"NAPRT1",6.13517146516251,1.00164782392833,0.766066322782884,1.3075210254507,0.191035818928131,0.724302293702044
"PRMT6",28.2171033263752,-0.445596249879022,0.340786806801909,-1.30755135171074,0.191025526616116,0.724302293702044
"RAPGEFL1",3.25086286078818,1.40041108843217,1.07133607419234,1.30716319758757,0.191157291561104,0.724302293702044
"RPS15",1425.03394170818,0.178489511035597,0.136443984365624,1.30815229315867,0.190821659585889,0.724302293702044
"SCAMP4",5.23742444695631,1.03472597073591,0.791916247497555,1.30661035684724,0.19134507738898,0.724302293702044
"SKP1",329.682946752328,-0.156138692016425,0.119533079022885,-1.30623835086296,0.191471514659024,0.724302293702044
"SNAPC2",44.4936696491854,-0.333083346508851,0.254505466692774,-1.30874731626465,0.190619958172866,0.724302293702044
"TM9SF3",393.10346689199,-0.193165561319129,0.147760971741477,-1.30728404830128,0.191116259741219,0.724302293702044
"IFT80",10.8754972262587,0.666121371211908,0.510224173965256,1.30554647388634,0.19170683302013,0.724722624342375
"SCARB1",26.4918515198651,0.432531570598217,0.331257159658579,1.30572746274834,0.191645255295298,0.724722624342375
"AC009404.2",3.87846882473682,1.2530519522935,0.962315640520708,1.30212156960836,0.192874830742788,0.724795245909518
"AGAP6",2.69469854940983,1.4928642971514,1.14579009358869,1.30291255397021,0.192604617478524,0.724795245909518
"ARHGAP32",19.9693022451923,-0.461458357038203,0.354357093878741,-1.3022410585524,0.192833993502839,0.724795245909518
"ATP6V1B2",77.4014051701581,0.312644597989682,0.239890933960149,1.30327808904033,0.192479838728595,0.724795245909518
"CYFIP1",57.4062815714734,0.357092698547505,0.273740014869563,1.30449579582897,0.19206459202971,0.724795245909518
"FAM120C",10.5897495280815,0.71852511346779,0.551758257727463,1.30224623447811,0.192832224691794,0.724795245909518
"FAM83G",19.104831845967,0.49523359295631,0.380147769067951,1.30273970611619,0.192663641377936,0.724795245909518
"FLCN",20.3087337019421,0.497980640216035,0.382108407884061,1.30324439332183,0.192491338584412,0.724795245909518
"KHSRP",1684.08630370211,-0.195007450683742,0.149477187486637,-1.30459673454302,0.192030200795593,0.724795245909518
"MBOAT2",36.1035529408686,-0.36040403837691,0.27623673357052,-1.30469265878755,0.191997522258128,0.724795245909518
"MCMBP",79.9953680766944,0.267971998383595,0.20566166849213,1.30297493134385,0.19258332018379,0.724795245909518
"MPRIP",257.98105223894,-0.211461318894906,0.162408929295306,-1.30203012736085,0.192906086871891,0.724795245909518
"RARA",15.788727698924,0.549167548668187,0.421595854723779,1.30259238205269,0.192713959933694,0.724795245909518
"RN7SL2",3.97117832023025,-1.20288336842264,0.923373642601252,-1.30270489964818,0.192675528661019,0.724795245909518
"RP11-137L10.6",7.84325454160971,-0.807453370306789,0.619770900245721,-1.30282556019758,0.192634322357119,0.724795245909518
"RP11-499P20.2",2.51263323578621,1.48958368803519,1.14241199552595,1.30389359869195,0.192269863144303,0.724795245909518
"SLC25A37",210.081120861671,0.246656165163202,0.189163601613425,1.303930370639,0.192257324058106,0.724795245909518
"TRAPPC8",27.3711689495547,-0.412590381147096,0.316463419071526,-1.30375378727057,0.19231754376598,0.724795245909518
"ZNF273",3.62384418784509,1.22485002669014,0.938617549694793,1.30495112422351,0.191909491124772,0.724795245909518
"VENTXP1",2.55031442180552,-1.24623058153892,0.957503565276188,-1.30154145293385,0.193073185129251,0.725189594611639
"GOLGA7",63.3850187946333,-0.277408778971835,0.213185914022259,-1.30125285361429,0.193171919257387,0.725326994122813
"AC093323.3",15.5427412286538,-0.538412734359456,0.414270393796545,-1.29966500725582,0.193715808642845,0.726901442720902
"MFI2",151.190665111545,0.206041990403441,0.158517648324446,1.29980473834513,0.193667901095194,0.726901442720902
"CAPZA2",67.5162368642457,0.301149357143997,0.23178968543121,1.29923536754344,0.193863167414553,0.726986877804573
"PHC1",6.39945081619467,0.907284113847148,0.698233100907584,1.29940003226406,0.193806680623971,0.726986877804573
"ADIPOR2",172.260931997588,-0.191203709011772,0.147268622187202,-1.29833297936828,0.194172938404676,0.72781679888394
"EIF2B3",51.7031778518488,0.374314837555296,0.288365360336479,1.29805756530024,0.194267554616545,0.72781679888394
"GPR107",38.5682757689501,0.412608280113336,0.317909400750977,1.29788008513953,0.194328544374311,0.72781679888394
"LOXL1-AS1",35.1148061869085,-0.386208416219415,0.297572246603135,-1.29786436950383,0.194333945614598,0.72781679888394
"EIF4G2",1755.26936248981,-0.181398535403186,0.139851899063288,-1.29707595404977,0.194605054201851,0.727900828399286
"FCHSD1",9.5607685478208,0.741130130490371,0.571502627882525,1.29680966338918,0.194696684936452,0.727900828399286
"LCORL",19.9150218508861,-0.519826587985243,0.400842939197847,-1.29683359029724,0.194688450382747,0.727900828399286
"MAF1",146.829329785772,-0.253333905176425,0.195460665353821,-1.2960863748102,0.194945728594011,0.727900828399286
"NBPF1",30.2490230308428,-0.444790452912615,0.343198193347498,-1.29601630059355,0.194969869048212,0.727900828399286
"POLR2J",182.905921504633,-0.205302190883721,0.158312718568466,-1.29681425939845,0.194695103179235,0.727900828399286
"PTGS1",5.882910427163,0.952700454706843,0.735116005186085,1.29598654904225,0.194980119072508,0.727900828399286
"RIBC2",3.49611507099532,-1.20350270409881,0.928201336236767,-1.29659660799262,0.194770020183044,0.727900828399286
"SEC63",158.658308299964,0.225580305730768,0.174002252368865,1.29642175695843,0.194830220342216,0.727900828399286
"ZNF561",14.6090910774606,-0.662465534533398,0.510789707271404,-1.29694378156567,0.194650530856813,0.727900828399286
"RBBP5",39.3835473465786,-0.358756493372915,0.276909318255616,-1.29557392879695,0.195122316027764,0.728198729787018
"DDR1",50.0559291757157,0.316823514591274,0.244671856267757,1.29489153114757,0.195357650384994,0.728201728367277
"KLC2",11.6146656613324,-0.616170280003828,0.475863070903923,-1.29484786208223,0.195372717353723,0.728201728367277
"LIMS1",118.060045781288,-0.238505944434917,0.18417139090949,-1.29502168201645,0.195312749987444,0.728201728367277
"URI1",284.303393724456,-0.159411271735403,0.123097403396165,-1.29500109130953,0.195319853016036,0.728201728367277
"ECI1",43.4172587645108,-0.405278803928527,0.313107785457067,-1.29437472574153,0.195536016381471,0.728402118314435
"RP11-196G18.24",3.63074017360927,-1.11296574151227,0.85987760671804,-1.29433041727905,0.195551314197012,0.728402118314435
"ARV1",50.3641121514472,-0.343464180503233,0.265480111603458,-1.29374731097092,0.195752717601128,0.728454787756749
"C9orf114",110.463051254828,-0.261997293437009,0.202495463994613,-1.29384277686328,0.195719733525924,0.728454787756749
"MINA",54.7071955641183,0.304342809491099,0.235214442533248,1.293895078097,0.19570166484314,0.728454787756749
"YWHAE",790.496185735339,0.182916243951593,0.141406839542248,1.29354594546994,0.195822304027069,0.72848144341597
"APOBEC3B",35.4452563685183,-0.40089831479969,0.310078863163649,-1.29289146222169,0.196048600811147,0.728796442825314
"C10orf12",13.9419520316178,-0.611706107980082,0.473364699862913,-1.29225121382569,0.196270161057857,0.728796442825314
"ETFA",236.950607375839,0.184567517662123,0.142792069046614,1.29256140690749,0.196162794735304,0.728796442825314
"FAM111A",131.100225533796,0.245371078293607,0.189812395375961,1.29270313357355,0.196113753578979,0.728796442825314
"MOB3A",21.6172439722784,-0.467560835878446,0.361878666839271,-1.29203757702057,0.196344131640342,0.728796442825314
"TAF1",96.3539300993953,-0.377994170884055,0.292511098087126,-1.29223873335386,0.196274481791794,0.728796442825314
"USP10",99.7010744287084,0.237921862738543,0.184125844773178,1.29216983651391,0.196298335102066,0.728796442825314
"YIPF6",50.1497315405057,-0.322482453534007,0.249652559727507,-1.29172500328453,0.196452395393937,0.728966440142209
"AFF1",14.724416596116,0.691906438590081,0.536609166680629,1.28940480623932,0.197257391390567,0.729089629417658
"ALDH18A1",96.1755134120221,-0.271155849986104,0.210162158096896,-1.29022204778221,0.196973573152954,0.729089629417658
"FHAD1",16.7783820153722,-0.498655045376951,0.386742038801713,-1.28937378238474,0.197268171499629,0.729089629417658
"HOXA9",41.6389578593744,-0.35431628400608,0.274815341460399,-1.28928858965153,0.19729777632399,0.729089629417658
"KAT8",27.1607729015487,-0.429699348181148,0.333122841921301,-1.28991259111155,0.197081008569435,0.729089629417658
"MROH1",3.60794356044616,-1.17395841597739,0.909672098008337,-1.29052921217183,0.196866975969249,0.729089629417658
"MTDH",1327.45371031472,0.169088183846305,0.13102547348007,1.29049855234467,0.196877614143149,0.729089629417658
"NANP",19.4477340465416,-0.494798140503583,0.383461215907827,-1.29034728931366,0.196930104697661,0.729089629417658
"PPIG",336.195712197007,0.206958125684216,0.160290216412617,1.29114633641437,0.196652939172571,0.729089629417658
"RP11-1002K11.1",2.90276548588589,-1.30464190010779,1.01133510564677,-1.29001939399052,0.197043924503062,0.729089629417658
"SLC25A53",5.10891837418848,-0.920544930105907,0.712864629809674,-1.29133203081163,0.196588568274951,0.729089629417658
"SOBP",12.789827126295,0.618645768584291,0.479352381793463,1.29058661661317,0.196847059231763,0.729089629417658
"ZNF17",3.5150522560473,-1.14548089422674,0.888265725862673,-1.28957006994079,0.197199973145537,0.729089629417658
"MRPL36",68.8599456467144,-0.315762898925022,0.244970379143555,-1.28898399891842,0.197403649452259,0.729249949068648
"NUAK1",25.8135057638168,-0.500584127678512,0.388474272736573,-1.28859016622179,0.197540603954576,0.729524951946172
"CHKA",45.1951192546974,-0.349016360461253,0.270955755936524,-1.28809354595522,0.197713401727475,0.729708627407556
"CLN3",28.9535115629098,-0.421930947863605,0.327609492814175,-1.28790818678423,0.197777925320488,0.729708627407556
"ILF3",439.881645877479,0.170541640485671,0.132408053567001,1.28800050972257,0.197745785747441,0.729708627407556
"ARRB1",11.1770134085029,0.710429552634716,0.551754635055715,1.28758239169659,0.197891372040954,0.729890177967889
"C11orf73",62.6009390041098,0.32068956767377,0.249311205691089,1.28630226140386,0.198337593582744,0.729890177967889
"LHFPL2",49.9061497268928,0.304024761070563,0.236416177693845,1.28597274533501,0.198452573666848,0.729890177967889
"PLEKHG5",14.1637909297912,-0.549532057708911,0.427273662538265,-1.2861360432196,0.19839558703329,0.729890177967889
"PPM1A",52.1765939046771,-0.28932184895677,0.224812732159567,-1.28694601136477,0.198113106489197,0.729890177967889
"RNF182",21.1314762821199,-0.453703751591361,0.352611619742495,-1.28669540703931,0.198200474585307,0.729890177967889
"SUV420H1",45.8673287770571,-0.375481270244339,0.291791470364922,-1.28681372959515,0.198159220324182,0.729890177967889
"TMEM126A",36.5590117460235,-0.361631342965049,0.281096020175819,-1.28650467103325,0.198266989694174,0.729890177967889
"TNKS1BP1",26.7026450562645,-0.464428159511667,0.361140555667665,-1.28600389023893,0.198441703997253,0.729890177967889
"UBASH3B",377.241563529986,-0.212089043309791,0.164808261732393,-1.28688356445486,0.198134874697399,0.729890177967889
"UBXN2A",31.7669042293691,-0.384878811472359,0.299340178978906,-1.28575727049151,0.198527786991631,0.729936759354863
"ELMO3",3.77898866746338,1.22900455508611,0.956369225979461,1.28507329773961,0.198766671573485,0.730266968199977
"GUSBP1",5.50249167229813,-1.06958000649246,0.8322900672956,-1.28510485529149,0.19875564514917,0.730266968199977
"PILRB",14.7259139586612,0.62803573373902,0.488757957224097,1.28496267826707,0.198805326304313,0.730266968199977
"C12orf45",35.2978792491144,0.390768608399188,0.30427436199048,1.28426399727826,0.19904959948759,0.730918889744356
"CCS",6.89321112603293,0.885226656989522,0.689495865225965,1.28387522193394,0.199185618262369,0.730918889744356
"SNIP1",22.2001935292059,-0.436349894630286,0.339905488782634,-1.28373888928086,0.199233332328774,0.730918889744356
"TTC9",3.26458485275937,-1.22925880119496,0.957344548713537,-1.28402966606622,0.199131575580663,0.730918889744356
"MRPL13",143.524341125039,0.229752470529687,0.179054760724872,1.28314080898812,0.199442748756664,0.731227420040926
"TRIQK",6.96220208767477,-0.8255243465877,0.643302969493405,-1.28325903304596,0.19940134012935,0.731227420040926
"PJA1",11.6170959978743,0.653383489359691,0.509509598313617,1.28237719470304,0.199710360211685,0.731978612961799
"KCTD21",3.62548875857248,1.21226136086978,0.945793735959181,1.28173968041812,0.199933980265665,0.732148830238052
"NDUFAF4",94.4208002378952,-0.238738840309273,0.186251045107141,-1.28181208417885,0.199908574092483,0.732148830238052
"RBMX2",51.4136699464717,0.310475867782126,0.24223599340108,1.28170823593527,0.199945014735962,0.732148830238052
"SYCE1",32.0644199304416,-0.371405524922671,0.289998850109829,-1.28071378483746,0.2002942161145,0.733197459867069
"BIRC6",61.7944138246289,-0.445048343744401,0.347658027351917,-1.28013251163593,0.20049853619981,0.733271472792451
"DPM2",117.002619095399,-0.295100183688056,0.230514325108274,-1.2801815399084,0.200481296673941,0.733271472792451
"MTG2",40.6461839630383,0.344321785584285,0.268976178946282,1.28011999773798,0.200502936562186,0.733271472792451
"CREM",48.6764426860998,0.340050212834582,0.265873632002247,1.2789918664507,0.200899920096357,0.733665106611772
"CTD-3195I5.1",10.7364128725697,-0.705163772570096,0.551453097158005,-1.27873753217502,0.20098949817547,0.733665106611772
"FOXN2",20.8475120235093,0.509954494251824,0.398581560037146,1.27942319811358,0.200748069060876,0.733665106611772
"JAM3",74.3648875853451,0.254852716902767,0.19932730966007,1.27856397268086,0.201050643611349,0.733665106611772
"METTL16",41.4193976497437,-0.35994568350762,0.281477848956152,-1.27877090450443,0.200977742577291,0.733665106611772
"RP11-834C11.4",7.15205041904599,0.794987921480118,0.621759174468498,1.27861068099188,0.201034186824173,0.733665106611772
"TMEM71",4.63727986444073,1.24482875433142,0.972900695135838,1.27950237938479,0.200720202263279,0.733665106611772
"STC2",106.133181001135,-0.248900662667243,0.19470815589614,-1.2783268452299,0.201134206130276,0.73374060191945
"FOXM1",117.714100060025,0.268050926076333,0.209965971506537,1.27663984860513,0.201729426647034,0.734534292970634
"ILK",58.0759036035825,-0.328708017898134,0.257429010856434,-1.27688801197877,0.201641787053562,0.734534292970634
"LRCH3",39.1113875179383,-0.401421778528817,0.314300255932333,-1.27719201926212,0.201534463867938,0.734534292970634
"LRTOMT",2.53566095606684,1.44262689287153,1.12980138477925,1.27688539977618,0.201642709415651,0.734534292970634
"MIR29A",8.01299048947086,0.796452867280806,0.623832069878556,1.27671036122887,0.201704522091503,0.734534292970634
"WDFY4",9.81186712540326,0.70281660012093,0.550141635324203,1.27751937863557,0.201418943318868,0.734534292970634
"CENPJ",68.1279067879786,0.31233852254123,0.244712602429086,1.2763483344988,0.201832411144155,0.73467922676129
"COPS7A",60.0790222982147,0.320559397493949,0.251207927820255,1.27607197860139,0.201930076020175,0.73467922676129
"RAI1",46.6543869602965,0.31799481924113,0.249213663538974,1.27599271534885,0.201958094211673,0.73467922676129
"TRPT1",19.8923588720872,-0.525964740341107,0.412258709753552,-1.2758123185694,0.202021871923636,0.73468222042656
"CMTR2",18.2536814785155,0.541634299485822,0.424685496578245,1.27537743541951,0.202175681432487,0.735012524086333
"CDC45",56.6475873359254,-0.324443588302037,0.254452951400989,-1.27506317578824,0.202286881916166,0.735187764547385
"MGAT2",36.3247933506811,0.358304271695528,0.281170411733751,1.27433135473308,0.202546008873975,0.735900349800527
"ANKLE2",77.089599270899,0.276579573185384,0.217110528229791,1.27391138255926,0.202694823956331,0.736136625337927
"CALB2",22.8721903504915,0.482487146533629,0.378992990496711,1.27307670229277,0.202990825261744,0.736136625337927
"CTB-25B13.12",37.9417149937658,-0.408846812504909,0.321047726339205,-1.27347674181296,0.202848920635081,0.736136625337927
"ETV1",13.6063959553665,0.636027979135981,0.500435127264508,1.27094990835806,0.203746469566538,0.736136625337927
"FAM20B",65.4002190255682,-0.282244318053546,0.222055916083468,-1.27105065711221,0.203710627665709,0.736136625337927
"FUNDC1",31.4599946867197,0.394960807264709,0.31069966416831,1.27119805012327,0.203658200092954,0.736136625337927
"GNGT2",16.9084908282829,-0.540443607533011,0.425185011573997,-1.27107869003269,0.203700655622525,0.736136625337927
"HNRNPH2",96.444885111562,-0.303623648149802,0.238430453704248,-1.27342645804138,0.202866753650731,0.736136625337927
"MAP7D3",199.537381366217,-0.209569162434323,0.164552820498016,-1.27356773223374,0.202816654009307,0.736136625337927
"MKNK1",24.1386966425593,-0.439352726145254,0.34567281576921,-1.27100745590185,0.20372599616215,0.736136625337927
"OGFOD1",137.224252087853,-0.193067396053847,0.151749200102444,-1.27227949750978,0.203273830520273,0.736136625337927
"PAXBP1",42.2384821842288,0.397579488078713,0.312588828610505,1.27189282434053,0.203411201735696,0.736136625337927
"REXO2",280.332607548069,-0.191568106546732,0.150613664770132,-1.27191717191866,0.203402549914263,0.736136625337927
"RP11-705C15.2",3.55962707886992,-1.03755908852406,0.816092983808724,-1.27137361686625,0.203595763964753,0.736136625337927
