"","baseMean","log2FoldChange","pvalue","padj"
DPYSL3,2858.24102596583,0.0573548319237573,0.544504594251815,0.728381253477459
ZNF671,118.979491351035,0.162079825923329,0.544513915998327,0.728381253477459
ACTRT3,35.1685481421413,0.279159129064652,0.544653949609807,0.728497803412049
,2.97010042704636,1.06074295957099,0.544777704152008,NA
TRMT10C,672.815614539264,0.0861593446658309,0.544814498264421,0.72864176778371
TMPRSS7,9.96917274030658,0.525942691011321,0.544848178538499,NA
,7.14516804082964,-0.627689835148768,0.544989803398907,NA
,3.99770703640792,0.82030818196981,0.545018411701703,NA
,6.75132859315412,0.6290224463972,0.545121812735922,NA
CAAP1,1115.76379997816,-0.0755130486869628,0.545152800173148,0.728759295061311
PAXIP1-AS2,89.3478790120821,-0.179396242651822,0.545158122460112,0.728759295061311
CHRNA5,42.3833257179337,-0.270391007678297,0.545186394434013,0.728759295061311
LINC01564,21.9840964845082,0.361504450994027,0.545187340915193,0.728759295061311
BHLHB9,131.394978926564,-0.150441151627281,0.545198939941569,0.728759295061311
TMEM251,138.897616605778,0.153019575216945,0.545321369189977,0.728759295061311
,11.0850522200643,0.500912785048417,0.545338741594013,NA
DNMT3A,857.833381091662,-0.0732844117382801,0.545363109587744,0.728759295061311
,4.0044730523343,0.831917311061638,0.545368469773424,NA
,24.1132825472851,0.356344908608009,0.545452401021597,0.728759295061311
,27.0488677612992,0.315220884897877,0.545522649936568,0.728759295061311
XG,2.48695340698396,-1.10140819446211,0.545529463479564,NA
HTR1F,2.48695340698396,-1.10140819446211,0.545529463479564,NA
,2.48695340698396,-1.10140819446211,0.545529463479564,NA
,2.48695340698396,-1.10140819446211,0.545529463479564,NA
MIR762HG,23.2930319314923,-0.3377047659064,0.545529476072985,0.728759295061311
PKNOX1,907.210086223502,0.0749962627501445,0.545533390033545,0.728759295061311
SLC29A4,31.8831731169433,-0.30245866402367,0.545537459222367,0.728759295061311
PCOLCE,42.4533431599669,0.269642982953677,0.545640903791639,0.728826777108436
,29.1376656755743,-0.31582764853484,0.545725489593931,0.728869058361632
,31.1694934282469,0.299017483362781,0.545790562867555,0.728885273075961
TAF1B,163.763336491672,-0.137618690010639,0.545909053418847,0.728972814737929
XPNPEP3,717.292903023666,-0.0817302138960499,0.546411400831511,0.729572868171231
,10.6854967466316,-0.512710419028434,0.546564062079644,NA
NKAIN3,7.19673136037908,-0.605469205020025,0.546649069972811,NA
LMO4,2277.86342608782,-0.0596448641442079,0.546813033061333,0.730022038322285
FSTL4,80.916048888383,-0.194777280003089,0.546899254079311,0.730022038322285
GTF3C4,1244.94269346193,-0.0669361658369187,0.546906851658147,0.730022038322285
ATP13A4,582.929410004585,-0.081797589263545,0.54707590522316,0.730176913339432
,5.43271148789865,-0.720259535043838,0.547326770863249,NA
FAM200A,255.999862223497,-0.112881030684426,0.547355266949374,0.730478971301888
,10.1152680459116,-0.546000993084695,0.547458600869215,NA
LPP-AS2,69.3639843469583,0.199072270072349,0.547514501083987,0.730588885921234
AADACP1,82.5620467022825,0.189627929292233,0.547543740211121,0.730588885921234
IFNLR1,102.345147637958,0.16704601177727,0.547691239314728,0.730714888611937
C19orf52,166.681899539805,-0.134402074041507,0.547763698627058,0.730740760520692
LRRC8E,170.064763844183,-0.131507848996916,0.547828265939481,0.730756100163387
LY6G6C,4.53254792313112,0.751863627787769,0.547865885323878,NA
ACAP2,1111.85612282319,-0.0803886848959239,0.547924060545843,0.730790046091229
RPL37,1582.20449225788,-0.0672534122483637,0.547959856637032,0.730790046091229
ERN1,499.177142618266,-0.0942099019633655,0.548114228339501,0.730897648415702
SUB1,1030.76285341885,-0.0744891302924733,0.548174786805405,0.730897648415702
CLTC,20658.8987977025,0.0528044895246278,0.548199775805183,0.730897648415702
,34.657856098743,-0.282669522818175,0.548355250608037,0.731007158665107
REEP3,3526.59907241467,0.0633446533669334,0.548422181113159,0.731007158665107
SNRPG,339.567257018735,0.101867400890112,0.548477504937329,0.731007158665107
,18.6973214785863,-0.395515420791141,0.548491849238845,NA
ZCCHC10,680.249495012637,-0.0817586634590281,0.548539230692038,0.731007158665107
KCTD1,689.506115687182,0.0802808270053108,0.548550165428655,0.731007158665107
GSTA1,537.957538963655,-0.0868698907899932,0.548600434106406,0.731007158665107
BCKDHB,451.259251558269,-0.0923191581085349,0.548717125561568,0.731025659964885
NRM,67.4585339570729,-0.204302686552257,0.548720495381049,0.731025659964885
,18.3531907727068,-0.375755593435607,0.548831187921823,NA
LINC01426,18.3531907727068,-0.375755593435607,0.548831187921823,NA
MYPOP,43.3161392470169,0.251392542066575,0.548854495320061,0.731133443025756
,17.851339188396,0.391879306796189,0.548968171554816,NA
,29.1038355959424,-0.324474917854244,0.549089189208227,0.731296370623685
HMGXB3,1419.81747509513,0.0643698124720882,0.549118681092236,0.731296370623685
SOCS2,192.288589500715,-0.134752777923143,0.549141887002046,0.731296370623685
GPR135,34.7827598541475,-0.275294311839316,0.549189235193865,0.731296370623685
RPS3AP26,5.19564711299574,0.771426238207956,0.549297927744769,NA
,401.387810566152,0.108124156196411,0.549301224776599,0.731374769403768
PCDHB7,9.39246548048383,-0.525365036834729,0.549410003499203,NA
FAM60DP,4.56241279221316,0.763277636146753,0.549483936565718,NA
EXOG,148.018774685477,-0.140947565717425,0.549596541459046,0.731640417495578
MAP6,200.883245273186,0.12381760410022,0.549671898959932,0.731640417495578
SSR4,1369.21107873125,0.0644122879978397,0.549704715596236,0.731640417495578
DHRS13,196.343142016218,0.130508787108236,0.549713272288254,0.731640417495578
,10.4646606024832,0.50300474118332,0.549978942005952,NA
,10.4646606024832,0.50300474118332,0.549978942005952,NA
ACSBG1,37.934160550447,-0.268024596962902,0.550054159340585,0.731993983758275
GTPBP8,304.665931190681,0.107595747520207,0.550085239210648,0.731993983758275
LINC00449,4.51489334905189,0.747740653689547,0.550232214686891,NA
IDO1,145.526825291373,-0.158941391751705,0.550420687780653,0.732233611958481
B3GLCT,164.484922348689,-0.133694215516411,0.550421386406174,0.732233611958481
COX6C,1051.3626288567,0.0704241433177049,0.550424845125798,0.732233611958481
,4.18719966491214,-0.787401160681654,0.550551312703626,NA
SNHG20,18.2852946159281,-0.3823213080713,0.550572134821024,NA
IKBIP,266.436293072703,0.109010357868171,0.550697642005097,0.732525746755235
,11.5153660650004,0.472757765182124,0.550933193355279,NA
,4.5176154885901,0.74623921017604,0.551005525853137,NA
PEX7,424.825518755173,-0.0927635412638697,0.551015833825239,0.732878202624702
GLMN,193.808966449931,-0.127313005749485,0.551074885835693,0.732885954989134
PDGFRL,7.33368892303859,0.611352625773738,0.55119219293975,NA
ZNF853,26.9687613095176,0.310417234929936,0.551216207382512,0.732963592826359
AASDHPPT,1582.31125525714,0.0621651471583861,0.551239721663746,0.732963592826359
MOB3C,377.597225715887,0.0967259260728146,0.551389910025134,0.733092503721743
OLA1P1,4.5271036440547,0.754931144849175,0.551475822440425,NA
ATP6V0D2,9.95424030576556,0.523133872657221,0.551734502793738,NA
C2orf15,166.248033430569,0.133782580305059,0.551750650598866,0.733501299357635
AARSD1,16.2226043072417,-0.463800994901175,0.551829755100014,NA
,53.7182327128649,-0.22353700436365,0.551957316361858,0.73369785633874
,48.7541381042797,0.233086572547144,0.552027629898964,0.73369785633874
TSSC1,435.345604106704,0.0981139960643863,0.552079781560249,0.73369785633874
MUM1L1,96.4487821682278,-0.170213886797457,0.552116677982038,0.73369785633874
TFDP2,1152.38637894839,-0.0660784513571322,0.552164915413098,0.73369785633874
SEC22B,889.005247090857,-0.0730162620282421,0.552245453005815,0.733734068688737
,4.1790332462975,-0.784021225759652,0.552355257196042,NA
PPOX,550.049367326362,-0.0826090264709087,0.552371254635281,0.733781958349221
CCDC136,16.2373283727618,0.403134893351429,0.552392340653651,NA
AP1S2,36.5304468893987,-0.273495930629249,0.552399167436049,0.733781958349221
FUCA2,1301.01432839261,0.0651285236933995,0.552441362542221,0.733781958349221
,6.21104342735449,0.663497345409363,0.552443538619718,NA
,5.40012447927839,-0.733878662393215,0.552609578565519,NA
DENND5B,44.9319370674938,-0.241092151735948,0.552689325190428,0.733961214592392
ZNF367,21.0213139018325,-0.355520011894093,0.552698916880446,0.733961214592392
SFRP1,23.8183846627509,-0.326741636754832,0.552757517235924,0.733961214592392
MNAT1,641.296346336687,-0.0895875713266726,0.552789524803028,0.733961214592392
AZGP1,313.975787389659,-0.105844113762988,0.552863431506996,0.733988570367464
MCM9,300.095117940025,0.112262141777276,0.552988077006141,0.734083275848315
RPL32P3,201.353890194037,0.133990433826938,0.553090455349105,0.734148406608557
RN7SL689P,5.42586680613397,-0.706130367465999,0.553150235788054,NA
TBC1D7,524.500741123119,0.0961105034429352,0.553190135123699,0.734209943195502
KIAA1324,424.219562328261,-0.104431696900989,0.553284209406263,0.734264028867024
CDC42BPB,3760.5874479865,0.0553870850231974,0.553448638650673,0.734345719032141
ZBED6,240.811529292278,0.329889190428574,0.55351986649428,0.734345719032141
NEK6,555.801634955668,0.0870939065338812,0.553524996035063,0.734345719032141
ATP6V1D,1539.78220259382,0.0672410223357694,0.553559082320524,0.734345719032141
CIR1,1369.62630211817,0.0704904786305683,0.553685727710289,0.734429612983688
USP16,1678.9590018074,0.0674667454195384,0.553733431126221,0.734429612983688
TPPP,212.70946528483,0.12147218553964,0.553782329092929,0.734429612983688
TWF1P1,4.53527006266934,0.750368450643357,0.553800498738396,NA
C9orf66,9.98550557753586,0.521864642074508,0.553813152564681,NA
,2.47746525151936,-1.12231599585584,0.55391962184464,NA
CCDC153,51.7500854646565,0.225113058688446,0.553926830741754,0.73450363971189
IFI6,299.859055177475,0.109512821804985,0.553987155991531,0.73450363971189
PIGBOS1,26.523138676885,-0.311315587638388,0.553998170083347,0.73450363971189
FAM184A,95.3425328874328,0.174889718899996,0.554080092170894,0.734541529719189
CASP1P2,5.47206451244528,-0.69786828739701,0.55424429219416,NA
SPATA13,580.885567972997,0.0816542329979479,0.554387731328637,0.734875569280034
DGCR8,844.384957905133,-0.0728637007494443,0.554438800962257,0.734875569280034
PRPSAP1,445.762368087447,-0.0952500931909506,0.554546264015474,0.734947262318872
GCLM,2127.56044767873,0.0603852355000827,0.554652427902341,0.735017219922552
,4.16954509083291,-0.795491568487945,0.554696502644964,NA
NELL2,3.97733032279047,0.817271088957337,0.55474037283634,NA
FAM66B,6.2137655668927,0.662329613853709,0.554755880672552,NA
GALNT16,13.4228377693859,-0.438943024806241,0.555165657583169,NA
PRSS22,1643.47129555094,0.0664335056135105,0.555226450442615,0.735707103790878
GRSF1,2478.321169086,0.0568900050933801,0.555618766530068,0.736105171191805
LYRM5,429.257583090941,-0.0938875685620996,0.555633779910503,0.736105171191805
RP1,115.309619216841,-0.153361582550909,0.555742912069898,0.736178922482203
A2M-AS1,8.59275914047875,0.617245246067533,0.5558789425137,NA
,7.24137217625426,0.590174881663339,0.555917269791105,NA
POPDC2,19.3418466513138,0.36794295318278,0.555926031313425,NA
ST3GAL5-AS1,3.73246522997047,-0.890882146099697,0.5559386697505,NA
DCAKD,847.917773464965,0.0717068085643175,0.55600583892034,0.736456368019727
XRCC2,23.375860522812,-0.33123909061702,0.556075881189252,0.736478299891892
QRICH1,1699.39188904026,0.0610569336230619,0.556137684002017,0.73648931609038
,4.20485423899137,-0.779695172924585,0.5562975095811,NA
,4.20485423899137,-0.779695172924585,0.5562975095811,NA
,4.20485423899137,-0.779695172924585,0.5562975095811,NA
,3.9827746018669,0.813676976666793,0.556394920599872,NA
MRPL3P1,4.17226723037112,-0.796743124919001,0.556401118867886,NA
TSTD2,576.859128515307,-0.0831004835504771,0.556413244238816,0.736783380437398
,13.8708061884012,-0.428167885162278,0.556901124387578,NA
WDR70,409.745141456214,-0.0993710987959786,0.556946217023719,0.73735883026852
GALNT18,430.938295100329,-0.0891254882716272,0.556954916021996,0.73735883026852
PML,667.644380317566,0.0773160293274665,0.55711762499592,0.73742871088348
FLOT2,1982.26869913673,-0.0619476748155806,0.557191507628013,0.73742871088348
TMEM234,172.620909204159,-0.127638695235972,0.557203834326249,0.73742871088348
HSD17B8,202.134978352845,-0.133320281360235,0.557221912617474,0.73742871088348
MMP19,5.92952108692517,-0.642748134539152,0.557222411595711,NA
RAC3,170.615753873858,-0.136662874526948,0.557327255783756,0.737497243142641
,18.5806628076347,-0.418431469793913,0.557337143351015,NA
SFPQ,3603.41392997018,0.0564747072493466,0.557794137465526,0.737975789738241
ZUFSP,249.076690096268,0.118900715337537,0.557796079854438,0.737975789738241
CYP2D7,4.21162025491776,-0.767549755756815,0.557857470695824,NA
SNORD101,4.21162025491776,-0.767549755756815,0.557857470695824,NA
NUP133,1792.0700960805,-0.059159179950549,0.557996725246931,0.738170324397179
GRIN3B,54.3157189800972,0.221562124391954,0.558138514016094,0.738224101037213
ZFP82,78.8701928560488,-0.183376924422114,0.558144598104461,0.738224101037213
,11.6166640669824,-0.464905050347515,0.558164563127787,NA
,7.66507649301182,-0.571544627601449,0.558198489519997,NA
ZNF76,282.354600676747,-0.104639118434957,0.558236073317363,0.738263258423448
AKAP9,6254.45144789468,0.0536019222390024,0.558281431369888,0.738263258423448
ENPP1,6.73771789546305,0.633903425639235,0.55842202280287,NA
,28.9493123555356,0.294703278071598,0.55853469116136,0.738486785185404
MGAM,112.730532335386,-0.162307370997205,0.558557724597384,0.738486785185404
ZCCHC6,2350.72731204373,-0.0571108990932503,0.558811968548762,0.738681154043156
LGALS3BP,12014.3062921465,0.0522232802858136,0.558812024812458,0.738681154043156
,7.27668132441272,0.595615273834628,0.558826307735271,NA
NKX3-1,93.6430282613934,0.167650865625803,0.558969399069848,0.738697556243376
TRIM62,161.540314228698,0.132016819552208,0.558979716547888,0.738697556243376
NCF4,17.7752766130026,0.387728712608063,0.559020132479459,NA
SIRPA,737.168111071212,-0.0748955073927739,0.559033588588122,0.738697556243376
TRPC4AP,3033.14865141673,-0.0545085911041984,0.559039014786654,0.738697556243376
GBA2,844.7628039688,0.073203556262188,0.559234096961638,0.738884428628071
CARD9,11.6315965015234,-0.461954685472808,0.559246850051086,NA
,20.2594819398118,0.348144007873518,0.559372930496263,NA
,2.94440998146385,-0.91532634436147,0.559616191690034,NA
,2.94440998146385,-0.91532634436147,0.559616191690034,NA
HIGD2B,2.95934241600487,-0.902434928818148,0.559617297669799,NA
LINC01545,2.95934241600487,-0.902434928818148,0.559617297669799,NA
,2.95934241600487,-0.902434928818148,0.559617297669799,NA
,2.95934241600487,-0.902434928818148,0.559617297669799,NA
FZD10-AS1,2.95934241600487,-0.902434928818148,0.559617297669799,NA
,2.95934241600487,-0.902434928818148,0.559617297669799,NA
,2.95934241600487,-0.902434928818148,0.559617297669799,NA
ZDHHC14,43.35961481379,0.252135160027086,0.559708373662787,0.739440113723168
CAPN7,941.396042700366,-0.0688217061863079,0.559806690780492,0.739452621700109
GIT2,901.180295379378,0.0698802744587844,0.559825241918928,0.739452621700109
COMMD2,844.303764178293,-0.0734476451999997,0.55992701846083,0.73951611780219
RCHY1,787.859741122949,-0.0750720915721541,0.560220627876437,0.739832938127796
ZNF157,11.4651244823009,0.46670096170384,0.560225045751513,NA
ZNF609,2375.7782570926,0.0588414274700918,0.560402593913366,0.740002274471332
,30.5009499593058,0.286016525424232,0.560611439035584,0.740207068321028
ZNF837,13.9074370734097,-0.419730052815244,0.560659985863738,NA
FRAT1,196.790394743981,0.123880143776858,0.560719722003781,0.740249979464423
FOXC1,1299.34462443846,0.0658956247228622,0.5607514550322,0.740249979464423
SULT1B1,4.20889811537954,-0.766357895957369,0.560889379880693,NA
,13.3590641548337,-0.453677014612375,0.560901428627509,NA
ACTA2,100.575578457962,0.16268653841044,0.561194339895757,0.740762741587226
SCAF8,1077.24042613064,0.0716176950382502,0.561347877987801,0.740762741587226
CCRL2,5.94173138192798,-0.635974082090734,0.56135651270798,NA
,10.4578945865568,0.498351387524442,0.561378312222562,NA
EWSR1,3723.64361809917,0.0554603873330247,0.561390275018939,0.740762741587226
RIIAD1,97.6271505407468,0.165615285771047,0.561426540466075,0.740762741587226
ERCC8,146.55612102614,-0.141956202421949,0.561446907789322,0.740762741587226
C9orf69,1380.43265524036,0.0622823891352248,0.561462653155111,0.740762741587226
CSNK2A2,1483.83840219693,-0.0608845234821692,0.561538446876608,0.740791762166209
MINOS1,144.914062885613,0.140207368408388,0.561681039960161,0.740878105844436
,248.242416258499,-0.110284321468649,0.56171150508467,0.740878105844436
TAS2R4,7.68677494347922,-0.560486050798491,0.561857450725446,NA
MICAL1,41.3054252226352,-0.248131074671664,0.561904783568027,0.741062050544175
KCNAB3,3.73923124589685,-0.875902619713352,0.562017205290321,NA
,2.95662027646665,-0.900885774151627,0.562038653982357,NA
H3F3AP6,2.94168784192563,-0.913828545490878,0.562056891948439,NA
BDNF,5.94717566100441,-0.637588763043032,0.562095372286075,NA
ZNF511,71.1374923749034,0.188405438502073,0.562107282727946,0.741258119437255
ZNF418,58.7743417451967,0.21334246736601,0.562457346497935,0.741648727499431
RPL18A,86.7774382429789,-0.174584502950057,0.562532592976104,0.741676925055625
,10.6704856462523,-0.503871746375439,0.562570819206035,NA
VPS9D1-AS1,16.6176353666202,-0.380252936063177,0.562698461781903,NA
ARL13B,293.075619709908,-0.106625710688281,0.562766430215715,0.741914192826271
,5.0524563753133,0.693019941182383,0.562894898011201,NA
MAP10,80.263770243291,0.182076030234673,0.563092801522096,0.742273394309713
TMEM209,729.256948159754,-0.078610358884297,0.563291456454052,0.742448636416245
COLCA2,282.376377793053,-0.104811234809447,0.563336761084948,0.742448636416245
GPLD1,30.2487332844542,-0.285045856926662,0.563387494692328,0.742448636416245
ZNF606,342.865996954085,-0.0986781794382197,0.563447548643974,0.742456721993065
,5.93900924238977,-0.635138907173313,0.563603753933792,NA
,80.6852283409611,0.182181010998167,0.563730415996607,0.742746596730754
KLHL8,626.802027320954,-0.0793540248345627,0.563775412420468,0.742746596730754
EIF3M,4702.46864371224,-0.0559346664668786,0.563993717730332,0.742963119979592
MIRLET7D,17.9310433463854,-0.381478439051947,0.564310304051531,NA
,5.02259150623126,0.68268433500401,0.564321186438125,NA
GJC1,11.5840770583621,-0.470585844467765,0.564411473765498,NA
KIF5B,10240.8871585234,-0.0494685415472449,0.564413928060553,0.743445550927282
MAPK8IP3,633.177278998309,-0.0802679804130014,0.564482852715197,0.743465220649284
NR6A1,245.161791190193,-0.109830282333086,0.564558886719545,0.743494249247143
FAS,1120.65444618047,0.0716460030140387,0.564793888089721,0.743662117810665
HMGXB4,930.158452212626,-0.0710008597678065,0.564838428614063,0.743662117810665
ARHGAP22,21.7676439768089,0.331012935369809,0.564848372562219,0.743662117810665
CYP27B1,30.184959669902,-0.291347401328329,0.564958130499084,0.743686293382972
FBXW2,2025.96370117314,0.0620364862515697,0.564974750550419,0.743686293382972
EPN2,1047.86558851993,0.0655214808710272,0.565096611713985,0.743710947292267
CDK10,464.077449750548,-0.0886091543999116,0.565120594568484,0.743710947292267
RABGAP1,3225.70299947558,-0.0539093890813551,0.565155508530594,0.743710947292267
SOX12,263.39116898601,-0.10805469746616,0.565235493191348,0.743745125775906
GCNT1P1,2.96478669508129,-0.905537846543201,0.565270278927825,NA
C17orf100,33.4723980638387,0.270572678251281,0.565508250602256,0.744032926695305
RNASE4,4.50944906997546,0.750844902389291,0.565635124516644,NA
TAS2R15P,5.01986936669305,0.684020592105706,0.565662017672538,NA
,5.01986936669305,0.684020592105706,0.565662017672538,NA
CDHR2,5.05517851485152,0.69171532362136,0.565670514159862,NA
PRKAR1A,8793.23641276865,-0.0502190167970399,0.565686786345378,0.744196718063997
TRIM59,112.29181607432,-0.158470267356703,0.565822344604983,0.744303943944461
TUBAP2,9.40599751233659,-0.514724969511708,0.56585945365514,NA
MBLAC2,160.417997840617,-0.132664333918415,0.56588216929296,0.744311536074512
BTBD7,1958.1495516469,-0.0577362917749287,0.565938201846124,0.744314139390748
,12.1352507823146,-0.441832362805365,0.565969240106985,NA
EFHD1,534.842531050914,0.0806708261965417,0.56604958468555,0.744389531192821
,5.93768750553981,-0.645306459663433,0.566485390496027,NA
RSU1,1049.92159333114,-0.0695044641559335,0.566614651142768,0.744864397122494
CCDC33,131.247059601057,-0.145885666027439,0.566639332162386,0.744864397122494
SF3B5,453.880226961669,0.0852270557155954,0.566664391623242,0.744864397122494
FKTN,617.867092041609,-0.0812611943707463,0.566677459909348,0.744864397122494
ASAP3,779.053247651878,0.072533743487327,0.566681149183387,0.744864397122494
ZNF182,154.389262599941,-0.131226483318457,0.566760496321612,0.744897588465076
DYRK3,181.138368724555,-0.123193344480167,0.567139316423897,0.745324335479773
,5.06466667031611,0.69978135542345,0.567186100646137,NA
PPP3CC,305.233206390068,-0.102020300176107,0.567212487406031,0.745340864234712
ADAM17,1530.13644085209,0.0599264554132475,0.567260149395772,0.745340864234712
ABCA17P,3.98549674140511,0.81149034409351,0.567383758184774,NA
ACVR1,1574.03421821835,-0.0636593272936475,0.567479080415779,0.745542526123904
IBTK,2054.2313544961,0.0574598229582601,0.567521914221552,0.745542526123904
DRC7,460.43275595185,-0.085947522071191,0.567821996628457,0.745865581758451
NYAP1,2.77666810666444,0.909517185095934,0.568052349441072,NA
LINC00520,2.77666810666444,0.909517185095934,0.568052349441072,NA
,2.77666810666444,0.909517185095934,0.568052349441072,NA
URAHP,2.79160054120546,0.918468673096186,0.568064091331829,NA
ALDH8A1,4.04794861910741,0.835696138967326,0.568080243677281,NA
,4.04794861910741,0.835696138967326,0.568080243677281,NA
ARL17A,4.17771150944755,-0.799686054850822,0.568147254928103,NA
TPBG,1611.95134179889,0.0592599790174258,0.568162427741936,0.746241570965897
,2.95389813692844,-0.899297251823552,0.568217290666523,NA
,409.979799620825,-0.0899445165296749,0.568250221005429,0.746281109105488
ETV3,1120.69101294308,0.0678602869565622,0.56830092302688,0.746281109105488
CPE,801.548400381769,-0.0761145691346006,0.568368637415659,0.74629728470155
QPCT,66.5953516898328,0.193916711480725,0.568439113014693,0.74629728470155
SSBP3,483.831586450059,0.0829282054844085,0.568475832914638,0.74629728470155
,5.07011094939254,0.69704611985099,0.568669514029391,NA
CTGF,2275.17198608012,-0.0562405236128344,0.568747786144408,0.746337174916052
VAPA,2553.99183442303,-0.0629243214738821,0.568751616007908,0.746337174916052
TUBB,7839.63725731307,0.0514202217586427,0.568777811984398,0.746337174916052
ZNF213-AS1,80.5638147195844,0.175653779605275,0.568784723014534,0.746337174916052
,5.956663816469,-0.62991948083252,0.568792303920449,NA
FAHD2B,28.9017929123744,0.291907519465383,0.568879546650179,0.746337174916052
USP24,1823.52526526198,-0.0687797271739782,0.568887578190684,0.746337174916052
ASAH2B,76.6663709831677,-0.182211791980125,0.568916158752095,0.746337174916052
CALCOCO2,2434.46863772473,-0.0581002803635138,0.56893982026825,0.746337174916052
GATSL3,4.58683338221878,0.779012123590478,0.56894343419208,NA
CASP4,1806.42553699674,0.0648098284620549,0.569181953032292,0.746526512890048
JAZF1,114.070873409781,-0.14921995149819,0.569192582340785,0.746526512890048
LY6H,7.70170737802024,-0.555841073183819,0.569239578503074,NA
HINFP,300.855658453218,0.0991909074989704,0.569265040442062,0.746550438751161
SLC25A53,18.6821020091861,0.35985328964289,0.569271542643759,NA
,33.6014243614698,0.275050764727665,0.56933563891062,0.746571921512165
ETF1,3095.14630720934,0.0526171674078221,0.569402516299826,0.746588521181547
SLC10A5,29.8591728667531,-0.285085367648786,0.569483491447107,0.746623600611889
MAGED1,2949.99619821444,0.0533516245077117,0.569691318520688,0.746824967253415
,7.70715165709667,-0.557103239401271,0.569708649143648,NA
RBMS2P1,2.97427485054589,-0.889559241346612,0.569715624157054,NA
CCND2-AS1,2.97427485054589,-0.889559241346612,0.569715624157054,NA
TMEM59,16391.3506560387,-0.0500314970143704,0.569828417111449,0.746901154095671
MEST,167.662013068606,-0.12532476100842,0.56985791756929,0.746901154095671
,5.04701209623688,0.695936109379645,0.56990050651119,NA
CLUAP1,1533.5856544146,-0.0655539206661621,0.56995968941749,0.746928387950531
BCKDHA,9.92186208813061,-0.483376338301269,0.570091909641351,NA
POLE,328.916772576873,0.0954634336601557,0.570100112912766,0.746928387950531
CYP27A1,40.8316358109261,-0.249647669078128,0.570120309042134,0.746928387950531
CBLB,1152.54201247513,-0.0707146403093605,0.570203750883049,0.746928387950531
RNF121,418.871573286451,0.0877913211265168,0.570210715151737,0.746928387950531
RANP1,5.47883052837167,-0.687823109894694,0.570224430016664,NA
ANKAR,35.3311327727235,-0.264717919316364,0.570230961793578,0.746928387950531
MAN2A1,1393.24841063183,-0.0761165668039232,0.570258398149886,0.746928387950531
TP73,350.918205065192,-0.0998417486328784,0.570419329397762,0.747020330438666
CHRAC1,329.559185025488,-0.0967136758325888,0.570437633693741,0.747020330438666
ENPP4,773.93262170964,0.0781662717930983,0.570491343129485,0.747020330438666
HEY1,276.668931285567,0.101678740818744,0.570598260146851,0.747044866586153
TTF1,556.892965535872,0.0853046623791996,0.570618584368421,0.747044866586153
UGT2B15,2.9769969900841,-0.891052167069796,0.570707349138939,NA
EDC3,765.487482385864,-0.0787338083822751,0.57071000313839,0.747093520602304
MRPL13,1089.95724947069,0.0713281514292856,0.570766811859019,0.747096863051206
IQCC,110.790603747527,-0.15195224338019,0.57090071510424,0.747201107022658
PTOV1-AS2,12.1596713723202,-0.435428706097018,0.571062316328413,NA
LANCL2,476.092114339709,0.0887910240601415,0.571202998835108,0.747491457882875
CDC6,35.6049955948051,0.268166038134714,0.571231126456172,0.747491457882875
DUSP2,5.01038121122846,0.676189148763652,0.571293242774628,NA
NCSTN,3209.85278075526,0.0553298089208309,0.571487945686723,0.747746874765717
,20.6085759651373,-0.351713407138934,0.571772902389576,0.747746874765717
SNHG18,74.3552999289613,-0.184014809964383,0.57180624871136,0.747746874765717
SPATA6L,174.20304408521,-0.123596505520445,0.571909689438777,0.747746874765717
P2RY1,256.126637954655,-0.131533456079367,0.571927660717489,0.747746874765717
ANKRD54,563.3018964554,-0.0893203049985155,0.571933586343395,0.747746874765717
IGDCC4,2.78887840166725,0.921204235746088,0.571974911654495,NA
,2.78887840166725,0.921204235746088,0.571974911654495,NA
,2.78887840166725,0.921204235746088,0.571974911654495,NA
MROH3P,2.78887840166725,0.921204235746088,0.571974911654495,NA
NPM1P35,2.78887840166725,0.921204235746088,0.571974911654495,NA
SLC35E3,189.733269477646,-0.12061522424634,0.572003534511799,0.747746874765717
KRT24,2.77394596712623,0.912144656582844,0.572039870447081,NA
NDUFAF4P3,2.77394596712623,0.912144656582844,0.572039870447081,NA
FTH1P4,2.77394596712623,0.912144656582844,0.572039870447081,NA
C16orf95,2.77394596712623,0.912144656582844,0.572039870447081,NA
,2.77394596712623,0.912144656582844,0.572039870447081,NA
ATP5J,798.325164913561,0.0743742072153596,0.572045918101666,0.747746874765717
MID1,1912.36849801624,0.0601817581543399,0.572048703699257,0.747746874765717
KLHL7-AS1,21.6430272562636,-0.331323711724623,0.572084473559358,0.747746874765717
GRAMD1A,421.23822434857,-0.0906197340449301,0.572113025988433,0.747746874765717
BID,1266.56262824234,0.0764839904429362,0.572123750071774,0.747746874765717
,49.1370111718928,0.224844643044488,0.572151315283905,0.747746874765717
ZKSCAN4,164.711495420051,-0.127196377848939,0.572186551881363,0.747746874765717
PKMYT1,2.97155271100767,-0.88793144590337,0.572188302033934,NA
,2.97155271100767,-0.88793144590337,0.572188302033934,NA
,2.76173567212342,0.900643770941569,0.57225421554916,NA
,2.76173567212342,0.900643770941569,0.57225421554916,NA
,3.74467552497327,-0.877845587031865,0.572279902706919,NA
GNG12-AS1,3.74467552497327,-0.877845587031865,0.572279902706919,NA
ZNF66,16.143845954911,-0.388427633916774,0.572355723019447,NA
NDUFS4,757.293032387215,0.0796254139275923,0.57253704559151,0.748133907553149
