"","baseMean","log2FoldChange","pvalue","padj"
TMOD3,3423.22694582879,0.194353025042915,0.0393655926284652,0.129020682983892
IFT74,491.629452148596,-0.32713749005429,0.0393714531516569,0.129020682983892
TMEM101,509.775928520736,0.30929398516717,0.0393857148566886,0.129036710344183
EMC3,686.448606563191,0.271496490106475,0.0394437728278565,0.129196182645001
HLA-G,530.758663697584,0.315175902687446,0.0394885955991345,0.129312238145085
PCGF2,335.050603430901,0.373118985339721,0.0395085141135215,0.129327403708972
IDH1,2409.91506621654,0.207485555611986,0.0395120107046947,0.129327403708972
C8orf34,77.5113394728242,-0.657982594152764,0.0395448245684583,0.129384553706802
IFFO2,630.837265146484,0.274593002546876,0.0395534236191761,0.129384553706802
PRADC1,205.803604046199,0.422690081028364,0.0395576594847956,0.129384553706802
,5.853693665118,-2.70729237903302,0.0395701728101901,NA
RRM2P3,14.1404422837459,1.54190438249845,0.0395749133020429,NA
ASPSCR1,183.206624013889,0.444075678966147,0.0396115057287655,0.129529905933294
STON2,576.895809562608,0.296489163667245,0.0396463507349714,0.129605152328643
SDR16C5,381.770977609558,0.326546812540587,0.0396533410864612,0.129605152328643
PQLC2,86.9241149009331,0.62515349155662,0.0396672875059622,0.129619968902966
HSPA4,4053.76931164832,0.185220856671115,0.0396952063999083,0.129680425178348
TRAF3IP2,537.011562153786,0.295217437511063,0.039724816485454,0.129746376424265
N4BP2,320.970151191128,-0.348585184325786,0.0397441612560855,0.129774715686138
SIK2,804.959890986309,-0.258308998713809,0.0397523421034226,0.129774715686138
EIF3A,6035.0269241913,0.180762380184773,0.0397770879565683,0.129824721773393
FOXP2,274.468921945785,-0.369014610159802,0.0398429116982772,0.130008742674236
THAP6,333.498901661057,-0.342961376972026,0.0398590675074434,0.130023406302628
C4orf47,97.160836971613,-0.640270787771493,0.0398731875055632,0.130023406302628
ZKSCAN3,169.250866720031,-0.472972253370458,0.039875733102106,0.130023406302628
TBC1D14,2133.96145506299,0.203162316503488,0.039886887070852,0.130028985550576
ANKRD39,81.4168194842033,0.661993987427494,0.0399723854999521,0.130249280927518
AGAP3,936.663696153305,0.24213423679849,0.0399746814205043,0.130249280927518
TMBIM4,288.594686162176,-0.395645418369813,0.0399828402672927,0.130249280927518
FAM114A1,1320.81539317271,-0.22342414604235,0.0400012875530834,0.130278554779082
COA5,460.666768272694,-0.314051610483677,0.0400701544254215,0.130471985442907
CAPRIN2,215.977826993624,-0.407619638264176,0.0400937549498717,0.130480445412583
CSTF2,411.964929187116,0.329461883793654,0.0400975318713544,0.130480445412583
HIVEP2,774.194969920071,-0.270500801453676,0.0401011797375492,0.130480445412583
ZNF395,3197.64861901375,-0.194142146975848,0.0401280473850174,0.130537021613912
BLCAP,1677.84427083941,0.218747470591586,0.0401486597710246,0.130557208596712
HSP90AA1,44630.409430425,-0.208599242202993,0.0401586213840249,0.130557208596712
PLIN5,57.2807506557991,-0.747288688597222,0.040162696849359,0.130557208596712
OIP5,30.5613792751201,-1.02436244147535,0.0401901767816445,0.130615703158661
SGK1,4141.24971897781,-0.182129474279091,0.0402334564660742,0.130715928753136
IL10RB,730.958816386253,-0.262235801545181,0.0402433423728338,0.130715928753136
SLC47A2,23.1535610202799,-1.20658684719395,0.0402494944018372,0.130715928753136
ALS2CR11,11.9630623153706,-1.6961119920399,0.0402757053168296,NA
SLC44A5,6.56296419869305,-2.43613227013205,0.0402882414620075,NA
ZNF814,62.4490993769267,0.71817387124311,0.0403512095931911,0.131015363380863
TMED1,419.171476526164,0.340525670363116,0.040393268079387,0.131069535739627
WRNIP1,1170.23015516385,0.236722707971481,0.0403954611382293,0.131069535739627
NID1,129.947638690644,-0.524547316219988,0.0403964495046461,0.131069535739627
GMIP,291.464014095885,0.367753480050252,0.040407986294659,0.131076082750873
,10.5173785186766,-1.82403317933501,0.0404213444347227,NA
ZNF700,199.203625767181,-0.435698649666034,0.0404853499108206,0.131293539415575
AHCYL2,2304.47250600643,-0.22760776800447,0.0404940930935327,0.131293539415575
UQCR11,205.292656369722,0.428427428282008,0.0405154781548917,0.131331952493611
DHRS12,163.771957525821,-0.465127168010234,0.0405546601315164,0.131428023066835
DUSP10,570.203978635524,0.310292169727236,0.0405804619508723,0.131480696720826
CCDC59,817.795868330031,0.25819441312379,0.0405923674839036,0.131482089263943
TRIM2,5103.6454324505,-0.208700509067554,0.0405999886383648,0.131482089263943
PARP1,2172.24387012744,0.200204427799249,0.040613106977358,0.131492779950571
LANCL1,2388.27509206266,-0.210254690342244,0.0406223882287385,0.131492779950571
RCOR2,56.7633563775934,0.746045137204202,0.040691988518228,0.131679667093154
NT5C3B,232.206547497976,0.401954477921958,0.040699249320876,0.131679667093154
GPNMB,4527.08444001663,-0.222861774937178,0.0407864722373725,0.13193087214203
LTBP2,86.7035020105249,-0.618106983923873,0.0408403859088957,0.132074240010684
EGLN1,1612.48392254938,-0.218819112068935,0.0408546491784923,0.132089344725954
FUT1,104.890686416956,0.616698097617611,0.04086741673819,0.132099607625558
NUP160,1139.23470224442,-0.243175469802994,0.0409084522193656,0.132164267604467
SLC25A19,52.5084174656148,0.784638257212796,0.0409096385655798,0.132164267604467
NPTXR,220.212637492805,0.417758603779502,0.0409162144370256,0.132164267604467
GCM1,4.57856277909367,3.08933699100987,0.0409665435258945,NA
WWC3,848.775237921972,-0.253373680762628,0.0410150016260528,0.132452291836479
EDARADD,936.196851834584,0.242192352485101,0.041045931655543,0.132521097044977
PTPRM,616.942760854499,-0.276086626522315,0.0411238572026305,0.132741564388238
ERI2,781.39555222813,-0.277692963172771,0.0411396144322704,0.132761305538402
TTC3P1,114.517469036097,0.54735788096831,0.0411669460010868,0.132792485414064
ZNF260,785.559667735461,-0.265602803597716,0.0411685635608307,0.132792485414064
RPF1,1287.04414872997,0.252439452280109,0.0411836444807884,0.132810019789334
MPZL2,3959.59327550592,-0.19691852790249,0.0411960916437869,0.132819054538737
KAT6A,2290.41686531612,0.231594293045776,0.0412283666051703,0.132891996290542
CYHR1,480.641664926786,0.307852351068295,0.0412577563215376,0.132955606025643
GMPR2,2017.96449797614,-0.211462909631453,0.0412679288654163,0.132957271988016
EML3,487.257864172433,0.30887199444674,0.0412804576220877,0.132966526656409
ST6GALNAC6,808.963829423244,0.257643787949317,0.0413593783027426,0.133189578865474
PTPRA,2402.11746837039,0.195911839672465,0.0414083009618441,0.133315946748794
FAM212A,42.1706147635848,0.867429094841916,0.0414274988509675,0.133346577647925
NES,16.6557819132497,1.40223207497163,0.0414466986667205,NA
PTPRG,373.942216199873,-0.357817298504613,0.0414557791279847,0.133378717490729
SERPINH1,1622.33032375181,0.211968019705776,0.0414568562716281,0.133378717490729
TRIM35,302.229508492572,0.35642870291947,0.041488833625611,0.133450417898777
MED8,478.024833522663,0.304395513144338,0.0415562687225704,0.13363610936707
,47.5808376576816,-0.8161003961122,0.0415802526509948,0.133682017045108
,10.7101631426814,1.78116775679315,0.041623048760685,NA
SEC14L1P1,16.3198176259849,1.46832837483179,0.0416685772287025,NA
SDHB,1743.34636961928,0.263159336477997,0.0416939928631608,0.134016405631588
DYDC1,104.212266539549,-0.604088637297739,0.0417110904988884,0.134040073785226
TAOK2,798.544045212186,0.259518951138516,0.0418242863420075,0.134372473851947
TIMP3,3279.62205712901,-0.248292585793319,0.0418453366384896,0.134408743996268
AGPS,971.061248333022,-0.240797322985138,0.0418694328915343,0.134454778665212
KLHL9,2076.08349849331,-0.2078663332986,0.0419376820488668,0.134633331231241
ARHGEF38,419.284487653298,-0.324005522461583,0.0419445890328269,0.134633331231241
TM9SF4,1209.18697809007,0.234496504831443,0.0419927882001496,0.134747059620965
BNIP2,1494.05651846374,-0.223316590690195,0.0419995918586189,0.134747059620965
CDK5,481.656506385026,0.315588853840025,0.0420600516891393,0.134909599757617
SLC16A9,1353.83152493302,0.270916520287986,0.0420746362616479,0.13492495140263
ATG5,1587.24009576697,-0.230795099293074,0.0421688480781429,0.135195585107341
NAGS,27.0179529020479,1.08041678008696,0.0421802645048245,0.13520070815443
TIAM1,271.543266690862,0.372671727451248,0.0422009187045854,0.135211019532177
KCTD12,888.65125526469,-0.251738906019472,0.0422031199672692,0.135211019532177
LLPH,270.604513478823,0.395178065953595,0.0422347436046464,0.135280860534073
KDM1B,728.575280578649,-0.265410595428632,0.0422773190361332,0.135385740262222
ZNF880,168.657990374852,0.44855975476468,0.0422962328185008,0.135398160283698
SHROOM2,560.170443633068,0.28414871664623,0.0423008631474559,0.135398160283698
CHST9,4243.1101695685,-0.190201805328965,0.0423119933991993,0.135402312132692
THOC6,378.77199848547,0.34381765506236,0.0423268546460681,0.135418398809562
ZNF148,1300.44314148631,-0.226341512694035,0.04235696618489,0.135483257692436
SRA1,459.635094304073,0.315923844369696,0.0423941418996668,0.135570676720486
VWA3A,241.462654197272,-0.394882120151714,0.0424846066996724,0.135828426806243
CYB561A3,1439.79571926572,-0.221633908810324,0.0425472380026168,0.135991563730503
RARA,531.142063301028,0.296910641070122,0.0425615614345693,0.135991563730503
TCEA3,345.40924895847,0.334049201767401,0.0425652606883419,0.135991563730503
SKIV2L2,2079.19046997639,-0.210129472104104,0.042592961146856,0.136048498026492
PHF20L1,1460.15947531667,-0.216604516853191,0.0426218686686962,0.136109260567706
CHD4,7192.12807815185,0.179972447954159,0.0426769361900726,0.136235780300149
GRB10,412.865245345333,-0.315510568500051,0.042681274961136,0.136235780300149
TMEM64,532.607958408619,-0.293583441151422,0.0427275195395909,0.136351783096215
DLEU2L,17.4460153859687,-1.35446464140335,0.0427301446199051,NA
PTRH1,61.4987984139702,0.731935323103559,0.0428010247023035,0.136554705780982
PNP,707.555450024595,0.281767689014731,0.042904206685109,0.136852195055351
EXOSC6,481.86125072864,0.303306504534539,0.0429318193572398,0.136908557792772
FASTKD5,796.007639118449,0.253094819867891,0.0429647512339047,0.136981853320414
TPRN,94.9202965462743,0.593777056567902,0.0429837008255084,0.137007839122945
FCHO2,1009.94000866838,-0.233421348587263,0.0429928012236926,0.137007839122945
CCNA2,41.4933243676087,-0.901801818493036,0.043054395938576,0.137148204767357
MTX2,1206.06011265017,-0.241719036100196,0.0430567675533249,0.137148204767357
ARHGEF4,140.761926159356,-0.489371455491811,0.0430771503007441,0.137181396771796
JAKMIP2-AS1,5.85229326242974,-2.69167850983379,0.0431012616556222,NA
,464.60922092384,-0.388636030130761,0.0431705448822922,0.137447029602119
HSF4,42.1604674338615,-0.86810916911081,0.0431931285073859,0.137457595811898
CEP95,574.970035233935,-0.279142252791107,0.0431938284007323,0.137457595811898
ZNF510,294.743545111123,-0.353069166958068,0.0432157197176875,0.137495485330998
MORF4L2,5179.73039783273,-0.190145821519728,0.0432721027595286,0.137643071147773
CDKN2B,757.891081215162,0.253587528551522,0.0433160007948683,0.137734673779367
SLC38A6,200.521448093382,-0.417638431077672,0.0433266079872924,0.137734673779367
TAOK1,3138.33109688202,-0.254688650391568,0.0433452442498442,0.137734673779367
UMPS,986.463090401846,0.236314939846087,0.043349140789994,0.137734673779367
SYNE1,721.165115010162,-0.333712635249267,0.043358959401208,0.137734673779367
TPST2,369.60973999136,-0.327979337791544,0.0433609158194305,0.137734673779367
PROM2,2215.9611172203,0.21866870210781,0.0434321582855445,0.137929155809951
GAS6,1129.79020914807,-0.2379363248937,0.0434637294179118,0.137997591442159
HECTD2,286.510508303829,-0.36329441937836,0.0434862838672129,0.138037374101319
EPG5,1316.25173677828,-0.259733238788822,0.0435133701384421,0.13806795662667
OAF,219.551492026025,0.398553122697502,0.0435223673935242,0.13806795662667
ADAM12,37.377270378773,-0.93536171220733,0.0435344470041989,0.13806795662667
UBL4A,423.389763229713,0.349219225778056,0.043536025248584,0.13806795662667
ENOX1,13.5187960987663,-1.58629589553749,0.0436245652166725,NA
KIAA1919,184.416052274031,-0.461543400111544,0.0436275166447878,0.138297642551692
METTL2A,332.376681836893,0.339978537647411,0.0436364690534278,0.138297642551692
RAB36,1337.0763254589,-0.231925114785667,0.0436385807470662,0.138297642551692
BAIAP3,687.701228931515,0.279115082952333,0.0436940369850073,0.138441529977807
PAK1IP1,425.530168376273,0.316045457235482,0.0437633858083383,0.138629358771755
AP5B1,378.982845878959,0.332066180317204,0.0437919028549132,0.138687788020275
LMO3,618.383583406436,-0.299391490103897,0.0438045731740835,0.13869601577538
GOLT1B,680.557715178986,-0.272363113102691,0.0438165457797361,0.138702031123441
CRIPAK,274.483640819991,-0.397644518054925,0.0438908484672614,0.138905305307789
CEP131,50.4667885819819,0.782244136943861,0.0439053150823663,0.1389191610028
HARS,1166.52118085033,0.229167682667511,0.0439279149350987,0.138958738492145
SHOC2,2149.06673870208,-0.197461874973814,0.0441168533610083,0.139524361686055
TRMT1,235.429093870351,0.389906228341196,0.0441285474625477,0.139529299324749
ABR,2153.06296205274,-0.196070578623828,0.0441954174544593,0.13970865434984
AGPAT5,927.286371141057,-0.241153005621778,0.0442692586667742,0.139909959109819
,3.85810557808414,-3.81198375854374,0.0443923031270712,NA
FSCN1,768.323634502762,0.259009249227319,0.0444432332075834,0.140427563393397
ASB8,913.822592390234,0.246772742291492,0.0444639794983753,0.140460884994868
RPL11,3555.54763131736,0.186042637883966,0.0445121054171721,0.140570303125005
PANK2,1342.70125007986,0.217240887429622,0.0445239492139509,0.140570303125005
GALK1,73.0617885286067,0.649819214606198,0.0445292419921041,0.140570303125005
,5.59503502425816,-2.63276048549249,0.0445413405903763,NA
SNX7,1420.48747332437,-0.240223414930299,0.0445697106045034,0.140665806789826
LINC01392,11.7411132253574,-1.65405179480324,0.0445783322240708,NA
LINC00240,32.8371934844055,-1.00952828546372,0.0446136452155968,0.140772203166537
,32.5949463466132,-0.997724538936704,0.0446944937250335,0.140995000823302
TNFRSF10D,1214.24118091477,-0.23926354160548,0.0447068892892522,0.141001801537564
NDST1,2420.56284730045,0.195624574687799,0.0447232008408,0.141020947006599
IST1,2952.88642757942,0.188183008447669,0.0447455147256011,0.141059005900075
CBR3-AS1,110.933119178843,-0.565070220489987,0.0447703815660962,0.141105093651899
CRY1,715.675403926613,-0.281159167240127,0.0448253985936903,0.141246164447395
MAB21L3,106.862695957097,0.563135878901426,0.0448569594863738,0.141313276624884
ARRB2,710.023750596469,0.273809404657998,0.044931278294359,0.141515027930769
PPP2R3C,258.561957515428,-0.370184207665291,0.0449536707667405,0.141542659933692
PIAS2,1145.03590306857,-0.250021510245492,0.0449606096259963,0.141542659933692
EREG,157.341978952201,-0.48315809724214,0.0449734810885569,0.141550819334726
DGKQ,190.427087057587,0.426952865640212,0.045017765188218,0.141601705515121
ZSCAN22,165.681787319894,0.453935967047312,0.0450195379358548,0.141601705515121
PRKAA2,826.320823808617,-0.310975166158989,0.0450337135350331,0.141601705515121
BPIFB4,133.522718991947,0.524549600898785,0.0450466069940501,0.141601705515121
KIF6,118.607631524082,-0.55245937787813,0.0450545030782407,0.141601705515121
HLA-K,206.083245446274,0.413053215765645,0.0450672454961491,0.141601705515121
ZSCAN29,673.122067727175,0.260237549962693,0.0450700942083008,0.141601705515121
C22orf46,186.571728715749,0.429354196951213,0.0450719154155973,0.141601705515121
RND3,3554.20474297678,0.205381927584611,0.0451015558105312,0.14163796213064
RNF11,4543.30074942027,-0.199463742277349,0.0451040278825604,0.14163796213064
TSC2,987.906522722642,-0.237828558074074,0.0451726254809059,0.141821033486565
RANBP3,623.103468273545,0.272357818348226,0.0451888624184668,0.141839670732229
SFR1,242.059409870028,0.401688727072971,0.0452649569276186,0.142046138763288
PPFIA4,99.3118051898752,-0.566921813527733,0.0453052449437862,0.142093311167051
FLNB,6704.92593397152,0.20638909278981,0.0453075437445642,0.142093311167051
,170.180947879082,-0.497474486441073,0.0453109462116573,0.142093311167051
NUP54,774.970499096463,-0.264724014818378,0.0453400230401843,0.142152121416971
SPRED1,391.99480890606,-0.315897525170301,0.0453704914307219,0.14219733393564
MARCKSL1,954.507207503892,-0.238023178564826,0.0453750969726364,0.14219733393564
PDLIM1,5253.3796049891,0.175314789972125,0.0453952298500066,0.142228058028348
B4GALNT2,125.034835654927,-0.51312144198765,0.0454297297577074,0.142303771329306
TMEM117,265.48494046873,-0.37312780245488,0.0454436456326302,0.142314987573645
ZNFX1,2485.17279429487,0.219560725382394,0.0455858712024558,0.142727932346025
ZNF883,11.1974845862434,1.68811973230327,0.0456272637758738,NA
RPL26L1,189.756091929895,0.465193305880427,0.0456369515704216,0.142855381478678
SH3D19,1844.41367237931,0.201693017239592,0.045669822110766,0.142925784196647
P4HB,16564.0388991303,0.163091689732254,0.0457331352860925,0.143072586962796
LURAP1L,927.01838635912,0.250018763044739,0.0457375110973295,0.143072586962796
KLK14,13.161729157633,1.53597629535367,0.0457690332640539,NA
TPI1P1,29.981260950567,1.02703945585777,0.0458188754787276,0.14329455265548
RAB29,758.746038436972,0.283793884146378,0.0459051919838025,0.143498468120267
RPS21,2606.86437182095,-0.198421948151831,0.0459070920519857,0.143498468120267
PPP2R5B,433.464107356862,0.301300739924057,0.0459153413607769,0.143498468120267
MRPL15,749.496038616353,0.267748285816826,0.046028712895317,0.143820144444864
TTC6,73.9377654095668,-0.642572938419271,0.04605684856574,0.143875409426098
CD38,123.423284618716,-0.531294295017602,0.0460689052620146,0.143880432174629
CDKL3,25.8664814530286,-1.08863200866242,0.0460911174600683,0.143917162681438
,10.2519538618904,-1.78448378339333,0.0461952893068998,NA
ARFGAP1,659.544386862716,0.269839847491083,0.0462045048692733,0.144238501938312
NSDHL,399.073838428975,0.316052343745554,0.0462597392554283,0.144365936053375
FBXL4,558.742353192243,-0.284792420891487,0.0462662945391098,0.144365936053375
TUBE1,348.932286736583,-0.336754526458427,0.0462895361396171,0.144405734626762
ARMC10,423.342208459351,0.310782794762041,0.0463118783519122,0.144442710057946
CELSR2,1353.68205233822,0.260774968243778,0.0463392272900531,0.144495280748196
ATP1A3,6.92491704082205,2.24363337903202,0.0463884092412337,NA
ITGB1,9982.2767125152,-0.183162356287024,0.0463904711591652,0.144622320095473
MOSPD1,654.767868835346,-0.284507965540612,0.0464235177109831,0.144692584626582
RAB40C,558.184112321199,0.293052053847028,0.0464637950305078,0.144785349076735
SNRNP35,177.100103011107,0.431157025691509,0.0465449896598065,0.144994535205021
FAM83G,338.311896782225,0.368766923019951,0.0465519854859404,0.144994535205021
DHRS3,5852.77259334695,0.173948306776988,0.0466476148578971,0.145259533377034
SLC25A11,521.070396059991,0.316092317951135,0.0467210393609908,0.145455281935529
RAE1,477.125672684007,0.293017942098639,0.0467422351341493,0.145488376536446
OSER1-AS1,96.4000727827159,0.583262307806091,0.0468285830670137,0.145724200866165
CFAP46,265.458697124716,-0.365152472180721,0.0468424580807116,0.145734443689878
RAP2A,497.365652670616,-0.286402308591119,0.0468694730549043,0.145785553188623
SLC8A2,6.10977136600902,2.41454230419012,0.0469162132149363,NA
PPM1G,2971.33430791273,0.221737158063772,0.046927813904497,0.145934055434716
NBR2,129.676665148306,-0.497012070442934,0.0469522778231409,0.145977165415365
C4orf19,1040.16668894159,0.248322186639393,0.0469663352249004,0.145977377378532
MKRN2OS,67.1859154533909,0.685504856520579,0.0469735482326996,0.145977377378532
OR7E91P,10.5200219923765,-1.81021699950356,0.0470629610204111,NA
DNAJC14,801.647711369266,0.248080208185885,0.0470997750152217,0.14633662047825
EFCAB7,268.898406656863,-0.377948918665652,0.0471452167666998,0.146412937122479
KIAA0232,2568.48721835912,-0.190765989344195,0.0471561923805336,0.146412937122479
NPM1P27,185.845007744854,1.1332996037414,0.0471562364660997,0.146412937122479
SGF29,124.181309930746,0.515204093520723,0.0471763601673556,0.146440161629518
,154.066072446903,-0.489188609845454,0.0471862743028448,0.146440161629518
LRRC17,12.7701725406447,-1.63814825597304,0.0472733278845307,NA
USP14,2971.88355483436,0.193059897408603,0.0473956791196806,0.147033803997997
PIH1D1,625.900348020545,0.307617888318457,0.0473989147383523,0.147033803997997
FAM96B,294.945856134534,0.360252634756221,0.0474168020743121,0.147056163189927
FAM63A,526.162649826387,0.292430525786558,0.0474652717451419,0.147173337520965
SLC39A1,2000.94897292481,0.208293175795137,0.0475700180937796,0.147464914261897
ANKRA2,887.028929241401,-0.240365921102756,0.0475834957044482,0.147473494452004
,47.4566495935293,-0.799399900535271,0.0476488420179499,0.147642789061019
CDC37L1,541.655690591454,0.280881730866142,0.0476597048788131,0.147643225237628
CCDC122,84.8778246174327,-0.615996235499014,0.0476971233528743,0.147725908360117
DLX4,15.199987379927,-1.42492703905352,0.0477428812410929,NA
POLR3C,774.944558410813,0.246258852345222,0.0477687097281684,0.147914354161655
,152.843528507997,-0.478399745859551,0.0478165944622169,0.148029340320307
RNASEH1,247.082947603882,0.372384249925184,0.0478457929949079,0.148086439545939
PINK1,1171.74947623979,0.242958488499769,0.0478819531577236,0.148132267651762
DTX4,3780.81546223413,0.184095475179349,0.0478821149831512,0.148132267651762
IGFBPL1,11.7818666525923,-1.64723778055458,0.0479345253204655,NA
TRMT13,417.703914432033,-0.304310393484945,0.0479508335181581,0.148311540329074
TCHH,41.7077662132659,0.841203734185528,0.0480323518599389,0.148530313296959
RHOB,564.320144007258,0.276483356927366,0.0481142914417826,0.148750290335282
RRP8,557.676802032067,0.275101226242327,0.0481456127883644,0.148791171385705
PIK3C2G,26.0315016102541,-1.12159988072205,0.0481491256132679,0.148791171385705
SEMA4D,431.290923386732,0.315816760820026,0.0481800833407679,0.148853432264387
MRRF,1178.47176338598,0.225600826697573,0.0482169341866554,0.148933868046264
EPB41L3,23.131810266575,-1.1371066921722,0.0482341509232983,0.148953634943668
SIX4,1194.48000010052,-0.233828353973544,0.0482883806555827,0.149087668526317
LINC00680,28.9768054975985,1.00396280890777,0.0483291710819222,0.149134100235661
RBM7,256.216293004316,-0.368287901884021,0.0483354751312897,0.149134100235661
CDC25B,153.044809617272,0.493502465882735,0.0483359106283045,0.149134100235661
HIST1H1C,177.968183550781,-0.451727585275469,0.0483681182732489,0.149200042254175
TAOK3,914.2220857519,0.235252519398129,0.0484908178282463,0.149527490941313
ABCC5,1530.500758079,-0.231093309859228,0.0485023715991119,0.149527490941313
SLC26A2,1291.28175973469,-0.617941804899514,0.048524120673019,0.149527490941313
TG,34.4410268159237,-0.93737934899369,0.0485275495495786,0.149527490941313
FAM195B,225.923306716518,0.413623045184291,0.0485319652730785,0.149527490941313
,191.410371439848,0.427438758814823,0.0485394251639556,0.149527490941313
PHACTR1,32.4849227225122,-0.956226609338832,0.0486532421568825,0.149844586110551
HID1,745.560204466445,0.257266499980314,0.0487056538409789,0.149953932389051
BRIP1,42.8900623778166,-0.832202896070661,0.0487105257499076,0.149953932389051
DEF8,575.819408193364,0.270575798189203,0.0487268222321042,0.149970572672346
COMMD7,887.658005606117,0.235222497103967,0.0487430198194803,0.149983519942518
CLIP1,3882.69354053108,0.183069174975943,0.0487528130183522,0.149983519942518
TMEM164,824.452285080517,0.247517863868143,0.0487835330298914,0.150044505209203
MPDU1,1928.44612801039,0.206311557858797,0.0488360909192877,0.15017261544408
INSR,3176.33566833878,0.20846079878226,0.0489252549841366,0.150413208558062
CDC26,244.447280514301,0.385817305192371,0.0489849872560339,0.150563230918658
CYP26A1,46.595965808628,0.818863285835112,0.0490001876049483,0.150569645218012
CEP19,185.794847831372,-0.41743788831425,0.0490089433454705,0.150569645218012
WBP1,172.627418761583,-0.438347795562103,0.049052694353839,0.150670444178533
LINC00662,299.791904884847,-0.34454753182296,0.0490844491520282,0.150734358792022
TMEM116,364.944680675749,-0.326881219816646,0.049214192574679,0.151078332643162
ARPIN,623.852360564989,-0.296069202577526,0.049220733157075,0.151078332643162
RHOBTB3,2247.20170229837,-0.210287702386451,0.0492390205374434,0.151078332643162
UBE4A,1648.94233095208,-0.217742696331875,0.0492403454540677,0.151078332643162
SP100,1128.25466619344,0.22822133200057,0.0494170415536826,0.151586692402363
GART,1642.79823972581,0.202446018549731,0.0494517179537788,0.151659277555353
KIFC1,52.6306501373307,-0.750636856324054,0.0494750882679618,0.151697164428821
STARD10,690.71998249691,0.261432075255232,0.0495414781969888,0.151866908898605
AP2B1,5988.8178908589,-0.175348278549805,0.0496181801053993,0.152068181627275
BARD1,339.490216698814,-0.32808123888834,0.0497013605933304,0.152289215703195
DYNC1H1,11145.163273895,0.210058213374967,0.0499181607927499,0.152919482561995
ZNF812P,143.227282334015,0.480894830477251,0.0499370566707892,0.152943343050882
,9.85426404063352,1.8305435576837,0.0499390311539499,NA
BET1,408.645380005962,-0.310596118775109,0.0502382223997095,0.153831514886369
SCFD1,1227.89984937461,-0.232584310011935,0.0502657569232519,0.153881608010933
FAM122B,699.318231011092,-0.265979850077809,0.0502923451535199,0.153914950960106
KLK11,1465.67701984352,0.236491809773639,0.0503061966134065,0.153914950960106
ZBTB10,940.167315664728,-0.238169180881308,0.0503123224403298,0.153914950960106
METTL8,297.272116944218,0.341993453430549,0.0503397952014237,0.153914950960106
DHX29,1678.54275657738,0.211708962797281,0.0503437877666134,0.153914950960106
AP1S3,656.510372617611,0.264939995695182,0.0503453459443694,0.153914950960106
SOX21-AS1,291.578866719034,0.359328852215544,0.0503548913634915,0.153914950960106
BRD7,841.932270901759,0.236789656888674,0.0504267831126749,0.154100489006111
ATP2A2,13921.7704585542,0.176295384420506,0.0505231197868756,0.154360630012265
RHOA,8818.28452825363,0.171590660219279,0.050544307781323,0.154380562367153
ACE2,321.472195856282,-0.32955561585075,0.0505520665006168,0.154380562367153
MS4A8,205.228504329203,-0.395994304151901,0.05057197251373,0.154407108983162
GLI3,254.040804628752,-0.362696967081815,0.0505987791721247,0.154454708313048
CSGALNACT1,31.7905846234782,-0.954796518167655,0.050700201050041,0.154730001874793
STAT4,123.526437620415,-0.51757215540166,0.0507598816502488,0.154877813056487
EIF2S3,2719.57695946591,-0.192333201640908,0.0508353646245359,0.155073764040731
POU5F1,36.0660571587865,-0.930048257263384,0.0508909235957897,0.155208863325365
ANKRD36BP2,14.4350309845761,-1.45833027949641,0.0508947340992034,NA
MICU3,49.404613630927,-0.763539248387637,0.0509542990475302,0.155367736466893
LSM2,141.523571882695,0.473345159102605,0.0510000446571394,0.155472794980919
NUBP1,248.195236960353,0.389597195492967,0.0510507002656815,0.155585876614853
CRELD2,405.34564110517,0.302947252172919,0.0510597368498563,0.155585876614853
LINC01207,292.789237831084,-0.349153848505867,0.0510893079705713,0.155629100650785
FST,961.815927432126,-0.306204401925545,0.0510965260742338,0.155629100650785
COCH,34.3195345287087,-0.957509572371424,0.0511180734202396,0.15566029876088
ATMIN,1572.90272011235,0.22413844901379,0.0511366372123525,0.155682399826242
RAD54L2,604.017537644061,0.288010264999311,0.0511519569617864,0.155694617012334
,6.19392169417871,2.43872490477267,0.0511639964125695,NA
HEATR1,678.471503665824,-0.270765914737815,0.0511725708255253,0.155722939285632
KDELR1,3138.86522708528,0.190177997712023,0.0511916844279337,0.155724562242262
,48.5540801421173,-0.795464528260542,0.0511957220966391,0.155724562242262
RREB1,1159.91363009669,0.236635156084961,0.0512123448466983,0.155740721850494
SPNS2,665.788273775698,0.254668680048397,0.0512362660398951,0.155779064554947
LACC1,280.029390719667,-0.36569247836078,0.0512950641883507,0.155920684120045
UBE2O,557.048007998356,0.275673755183382,0.0513148430092895,0.155920684120045
,47.2116016503605,-0.78765691760855,0.0513168148461907,0.155920684120045
CCDC180,41.1613516534946,-0.856095870649421,0.051432972794358,0.156239143035145
PDIA3,8193.46898889413,-0.16361359319066,0.051464202606601,0.156299530192522
,6.61048364185432,-2.40796593341061,0.0515424995785913,NA
,4.62850625251152,-2.97541759323408,0.0515791396659911,NA
,5.41408516752415,2.69066996090609,0.0515999101267883,NA
HAUS4,303.174716885987,-0.335705724102008,0.0516776499592483,0.156885955680019
PIK3C3,1244.66407654597,-0.216085341836322,0.0516838368739653,0.156885955680019
